latitude,longitude
40.46183437748054,-86.92999868911065
40.46184346749165,-86.93002320669869
40.46184309860901,-86.93004064479845
40.46184264721353,-86.93007422037472
40.46181324973553,-86.93009979267478
40.46180210450937,-86.93009172757449
40.46178934283984,-86.93008874758073
40.46176893077574,-86.93007601684683
40.46173246652056,-86.93006731029777
40.46172459340993,-86.9300712577806
40.46169590880471,-86.93008423655537
40.46165680881285,-86.93006202032686
40.46160824758213,-86.93005487588806
40.4615949601888,-86.93004316313731
40.46158391125464,-86.93005780582305
40.46156438719797,-86.9300673704322
40.46154680670499,-86.93007053071574
40.46154115190991,-86.93006919157351
40.46150604730708,-86.93007223289108
40.46149798056894,-86.93004743611262
40.46149712026002,-86.93002507934838
40.46149899522074,-86.9299963731686
40.46149981000649,-86.92995758543431
40.46150304453041,-86.92995175484876
40.46152075320457,-86.92992376914452
40.46154792197355,-86.92991774221366
40.46156251134826,-86.92991993382701
40.46159002759394,-86.92992154389631
40.46160568123016,-86.92992406875199
40.46162689005457,-86.92993380014191
40.46163772492157,-86.92993393766977
40.46165802351874,-86.92993494196045
40.4616743791485,-86.92994248909406
40.46169860259003,-86.92995497768867
40.46170458146751,-86.92994778709706
40.46173121024971,-86.92995517441864
40.46174939000213,-86.92995267855333
40.46176694730397,-86.92996171834193
40.46177998102674,-86.9299629827364
40.46181164254408,-86.92998095924168
40.46183437748054,-86.92999868911065
