latitude,longitude
40.46259454830777,-86.92943239725787
40.46258181959176,-86.92943187168495
40.46255824193102,-86.92943130820947
40.46253893365233,-86.92944153965439
40.46252575601941,-86.92944063406564
40.4625060375402,-86.92943910260303
40.46248080467952,-86.92944641668458
40.46246360487496,-86.92943289953912
40.46245445223058,-86.92940977256808
40.462467547275,-86.92938825575844
40.46246747227895,-86.92936628309074
40.46246775416091,-86.92934349375594
40.46247186220895,-86.92931712412626
40.46247478360598,-86.9292933460922
40.46248880276026,-86.9292870300733
40.46250291249513,-86.92929672248103
40.46251911885037,-86.92929597451929
40.46254945062262,-86.929279411858
40.4625812487651,-86.92927152958991
40.46260485081983,-86.92927251883945
40.46261747847363,-86.92927771939368
40.46263173074073,-86.92928585565144
40.4626593081723,-86.92929786365113
40.46266930231142,-86.92928628961782
40.46269317712946,-86.92928112254408
40.46271225984813,-86.92928781573042
40.46272501893385,-86.929289158157
40.46274910615447,-86.92929043077312
40.46275802144444,-86.92930102757892
40.46276644409058,-86.92932200605932
40.46276938335701,-86.92935634942926
40.462772236563,-86.92938839684041
40.46276569632671,-86.92941881381965
40.46275286435218,-86.92942932860535
40.46273631247993,-86.92943348081856
40.46271772605478,-86.92943065017495
40.46269611217949,-86.92943329340446
40.46267659335147,-86.9294345685234
40.46265123606742,-86.92943583447726
40.46262658544762,-86.9294331261494
40.46261662521218,-86.92943174387979
40.46259852301172,-86.92943238770788
40.46259454830777,-86.92943239725787
