latitude,longitude
40.46211692718183,-86.93001472922685
40.46212282070388,-86.93000281666639
40.46213463931451,-86.92999744947574
40.46214555410548,-86.92999266545166
40.46215646799823,-86.92999207403307
40.46216874856336,-86.92999148406547
40.46218557736798,-86.92999028763225
40.46220104442121,-86.92998909608015
40.46221697133342,-86.92999209336156
40.4622292763457,-86.93000168504955
40.46223567468637,-86.9300172695898
40.46223063239873,-86.93003636065473
40.46222014608083,-86.93004648444229
40.46220330347718,-86.93004943605455
40.46219102146745,-86.93005061262699
40.4621769244315,-86.93005059217693
40.46216192281721,-86.93004997337631
40.46214874548394,-86.93004992922823
40.46213420654924,-86.93004455468393
40.46212167232081,-86.93003775964479
40.46211692718183,-86.93001472922685
